,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,0,0.375,2.2018520832061768,0.625,"[7, 7, 0, 2, 1, 7, 2, 6]",[9 5 6 3 1 4 2 6]
0,0,1,0.75,1.9635659456253052,0.75,"[1, 1, 1, 0, 1, 0, 0, 0]",[3 1 1 0 1 0 0 5]
0,0,2,0.625,2.155137538909912,0.625,"[1, 6, 0, 0, 6, 0, 7, 0]",[1 6 4 5 6 0 7 3]
0,0,3,0.5,2.1228041648864746,0.625,"[0, 7, 7, 0, 1, 7, 0, 1]",[3 7 8 0 8 7 0 6]
0,0,4,0.25,2.306814670562744,0.5,"[6, 1, 7, 1, 0, 7, 6, 7]",[6 8 9 8 5 4 6 9]
0,0,5,0.375,2.2320778369903564,0.5,"[1, 0, 2, 7, 1, 1, 7, 7]",[1 3 2 7 4 4 3 9]
0,0,6,0.5,2.1480743885040283,0.75,"[7, 0, 7, 7, 2, 1, 7, 1]",[9 3 7 7 2 6 7 9]
0,0,7,0.5,2.177908182144165,0.625,"[2, 7, 0, 7, 2, 1, 0, 0]",[2 7 2 5 2 4 3 0]
0,0,8,0.125,2.263606548309326,0.375,"[1, 7, 7, 0, 1, 0, 1, 7]",[8 4 9 6 3 0 7 4]
0,0,9,0.75,2.017439365386963,0.75,"[0, 7, 7, 6, 1, 2, 1, 0]",[0 7 9 6 4 2 1 0]
0,0,10,0.375,2.170604705810547,0.5,"[6, 7, 1, 1, 0, 0, 0, 1]",[6 4 7 1 5 5 9 1]
0,0,11,0.5,2.168351173400879,0.5,"[7, 0, 0, 2, 1, 7, 7, 0]",[7 0 9 4 3 7 9 0]
0,0,12,0.25,2.3052916526794434,0.5,"[7, 2, 7, 6, 1, 7, 6, 0]",[8 8 9 6 9 2 6 8]
0,0,13,0.25,2.228501081466675,0.5,"[1, 7, 1, 7, 7, 0, 7, 1]",[5 7 1 9 5 6 9 3]
0,0,14,0.375,2.2458059787750244,0.5,"[1, 7, 6, 7, 0, 7, 0, 0]",[8 8 6 7 5 9 0 3]
0,0,15,0.5,2.0821728706359863,0.75,"[7, 0, 1, 1, 1, 7, 1, 0]",[9 0 1 6 4 7 3 0]
0,0,16,0.5,2.166987657546997,0.5,"[1, 1, 0, 0, 6, 1, 7, 7]",[1 1 9 5 6 8 7 3]
0,0,17,0.375,2.2364768981933594,0.375,"[2, 1, 0, 7, 1, 1, 1, 7]",[2 1 8 8 4 1 9 3]
0,0,18,0.5,2.119178056716919,0.625,"[1, 1, 0, 0, 2, 1, 0, 0]",[1 8 0 6 2 1 3 3]
0,0,19,0.5,2.1039929389953613,0.5,"[7, 7, 7, 1, 6, 1, 1, 1]",[3 4 7 8 6 2 1 1]
0,0,20,0.625,2.0698649883270264,0.75,"[0, 7, 1, 7, 7, 7, 1, 2]",[6 7 3 7 3 7 1 2]
