,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,0,0.125,2.3025906085968018,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 3 9 6 8 0 5 7]
0,0,1,0.0,2.302590847015381,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 7 4 6 1 6 2 1]
0,0,2,0.25,2.302590847015381,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 0 9 0 8 3 7 7]
0,0,3,0.125,2.302590847015381,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 4 1 3 3 9 7 8]
0,0,4,0.125,2.302590847015381,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 0 1 6 5 1 2 6]
0,0,5,0.375,2.3025906085968018,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 0 8 6 7 9 1 0]
0,0,6,0.125,2.3025906085968018,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 0 3 5 6 8 1 9]
0,0,7,0.125,2.3025906085968018,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 9 8 3 7 2 1 0]
0,0,8,0.25,2.302590847015381,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 9 6 0 3 6 2 9]
0,0,9,0.25,2.3025903701782227,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 1 5 9 5 5 0 2]
0,0,10,0.125,2.3025903701782227,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 0 2 5 7 7 9 9]
0,0,11,0.0,2.3025906085968018,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[6 3 4 2 9 1 4 5]
0,0,12,0.125,2.3025906085968018,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 9 9 2 5 8 9 8]
0,0,13,0.25,2.302590847015381,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 0 0 3 8 2 4 2]
0,0,14,0.0,2.3025906085968018,0.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 2 6 6 6 2 2 2]
