,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,0,0.125,449.0648498535156,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 4 6 7 3 2 0 1]
0,0,1,0.0,16.14236068725586,0.25,"[0, 9, 0, 0, 4, 0, 0, 0]",[9 8 5 4 6 7 3 2]
0,0,2,0.25,448.29742431640625,0.375,"[0, 0, 9, 0, 0, 9, 0, 0]",[0 1 9 8 5 4 6 7]
0,0,3,0.125,405.695068359375,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[3 2 0 1 9 8 5 4]
0,0,4,0.125,405.3247985839844,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[6 7 3 2 0 1 9 8]
0,0,5,0.0,408.34228515625,0.25,"[9, 9, 9, 9, 9, 9, 9, 9]",[5 4 6 7 3 2 0 1]
0,0,6,0.125,355.00811767578125,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[9 8 5 4 6 7 3 2]
0,0,7,0.25,217.6771697998047,0.25,"[9, 9, 9, 9, 9, 9, 9, 9]",[0 1 9 8 5 4 6 7]
0,0,8,0.25,163.60951232910156,0.375,"[0, 2, 4, 1, 9, 4, 0, 0]",[3 2 0 1 9 8 5 4]
0,0,9,0.125,99.56238555908203,0.375,"[0, 0, 0, 0, 5, 4, 0, 0]",[6 7 3 2 1 9 8 5]
0,0,10,0.25,71.7236328125,0.375,"[0, 0, 4, 0, 2, 4, 1, 4]",[4 6 7 3 2 0 1 9]
0,0,11,0.125,30.866422653198242,0.125,"[2, 0, 0, 0, 0, 0, 2, 4]",[8 5 4 6 7 3 2 0]
0,0,12,0.125,19.52308464050293,0.125,"[5, 2, 4, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,13,0.0,21.561241149902344,0.25,"[0, 1, 0, 4, 0, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,14,0.125,21.968242645263672,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,15,0.125,21.9110164642334,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 6 7 3 2 0 1 9]
0,0,16,0.0,21.831926345825195,0.125,"[0, 0, 0, 0, 0, 0, 0, 5]",[8 5 4 6 7 3 2 0]
0,0,17,0.125,23.598743438720703,0.125,"[6, 0, 0, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,18,0.125,15.519144058227539,0.25,"[6, 0, 6, 0, 3, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,19,0.0,15.859590530395508,0.25,"[0, 0, 6, 4, 3, 0, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,20,0.25,16.87856674194336,0.25,"[0, 0, 0, 0, 2, 0, 3, 0]",[4 6 7 3 2 0 1 9]
0,0,21,0.0,20.76687240600586,0.125,"[0, 0, 0, 0, 0, 0, 5, 4]",[8 5 4 6 7 3 2 0]
0,0,22,0.0,28.70598793029785,0.125,"[3, 0, 0, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,23,0.0,29.02907371520996,0.25,"[7, 1, 0, 3, 0, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,24,0.25,20.871978759765625,0.375,"[0, 0, 3, 0, 1, 3, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,25,0.125,20.164264678955078,0.375,"[0, 0, 0, 0, 5, 0, 3, 0]",[4 6 7 3 2 0 1 9]
0,0,26,0.0,17.351032257080078,0.0,"[0, 0, 0, 0, 0, 0, 3, 3]",[8 5 4 6 7 3 2 0]
0,0,27,0.0,26.741140365600586,0.125,"[7, 3, 0, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,28,0.0,20.05961036682129,0.0,"[3, 3, 7, 6, 0, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,29,0.0,19.07494354248047,0.25,"[0, 0, 1, 5, 3, 9, 3, 0]",[7 3 2 0 1 9 8 5]
0,0,30,0.0,18.187368392944336,0.0,"[0, 5, 0, 0, 3, 3, 8, 7]",[4 6 7 3 2 0 1 9]
0,0,31,0.0,20.102346420288086,0.375,"[5, 5, 5, 5, 5, 5, 3, 9]",[8 5 4 6 7 3 2 0]
0,0,32,0.0,28.876970291137695,0.375,"[3, 9, 9, 5, 5, 5, 5, 5]",[1 9 8 5 4 6 7 3]
0,0,33,0.0,16.076595306396484,0.25,"[6, 3, 8, 9, 9, 9, 9, 9]",[2 0 1 9 8 5 4 6]
0,0,34,0.0,30.509084701538086,0.25,"[9, 0, 3, 9, 3, 9, 9, 9]",[7 3 2 0 1 9 8 5]
0,0,35,0.125,15.187837600708008,0.25,"[9, 9, 9, 7, 8, 3, 8, 3]",[4 6 7 3 2 0 1 9]
0,0,36,0.125,17.151256561279297,0.375,"[9, 0, 8, 9, 9, 8, 3, 3]",[8 5 4 6 7 3 2 0]
0,0,37,0.25,18.17229652404785,0.375,"[3, 9, 3, 0, 0, 0, 0, 9]",[1 9 8 5 4 6 7 3]
0,0,38,0.125,21.0615234375,0.375,"[0, 0, 3, 0, 0, 9, 9, 9]",[2 0 1 9 8 5 4 6]
0,0,39,0.125,13.5916109085083,0.5,"[9, 3, 3, 9, 3, 3, 9, 0]",[7 3 2 0 1 9 8 5]
0,0,40,0.0,14.822503089904785,0.25,"[0, 9, 0, 0, 3, 3, 3, 3]",[4 6 7 3 2 0 1 9]
0,0,41,0.0,16.65294647216797,0.125,"[3, 9, 0, 9, 0, 0, 3, 3]",[8 5 4 6 7 3 2 0]
0,0,42,0.125,18.418336868286133,0.625,"[3, 3, 8, 0, 0, 9, 0, 9]",[1 9 8 5 4 6 7 3]
0,0,43,0.0,17.046077728271484,0.25,"[3, 3, 3, 9, 0, 9, 0, 9]",[2 0 1 9 8 5 4 6]
0,0,44,0.0,14.854186058044434,0.125,"[3, 0, 3, 3, 3, 3, 3, 9]",[7 3 2 0 1 9 8 5]
0,0,45,0.0,18.97528076171875,0.25,"[9, 9, 0, 0, 3, 9, 3, 3]",[4 6 7 3 2 0 1 9]
0,0,46,0.125,18.702552795410156,0.25,"[9, 9, 9, 9, 0, 9, 3, 3]",[8 5 4 6 7 3 2 0]
0,0,47,0.0,15.189545631408691,0.25,"[3, 0, 0, 9, 3, 9, 0, 9]",[1 9 8 5 4 6 7 3]
0,0,48,0.0,16.881736755371094,0.125,"[3, 9, 3, 9, 0, 9, 9, 9]",[2 0 1 9 8 5 4 6]
