,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,0,0.125,195.56935119628906,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 4 4 1 0 3 3 2]
0,0,1,0.0,189.04193115234375,0.125,"[1732, 318, 0, 0, 1732, 0, 2138, 1732]",[3 6 9 8 9 1 4 0]
0,0,2,0.0,134.87619018554688,0.0,"[1371, 178, 1732, 1732, 173, 188, 1732, 1732]",[1 1 0 2 7 5 3 2]
0,0,3,0.0,86.11260223388672,0.0,"[690, 429, 1732, 1732, 1732, 66, 2084, 139]",[6 3 9 7 3 4 2 6]
0,0,4,0.0,55.61250686645508,0.0,"[186, 383, 429, 1534, 158, 2115, 407, 114]",[4 4 5 9 8 1 6 5]
0,0,5,0.0,34.76405334472656,0.0,"[80, 139, 65, 28, 1121, 1121, 507, 404]",[2 4 5 0 4 3 6 5]
0,0,6,0.0,29.54511833190918,0.0,"[1006, 566, 75, 429, 197, 1852, 1909, 1022]",[8 1 6 9 0 9 7 9]
0,0,7,0.0,19.741025924682617,0.0,"[620, 45, 1413, 642, 34, 1588, 21, 578]",[3 2 0 6 7 9 6 2]
0,0,8,0.0,16.921630859375,0.0,"[139, 1466, 1673, 180, 73, 439, 347, 739]",[9 6 7 4 4 2 8 0]
0,0,9,0.0,13.2761869430542,0.0,"[574, 620, 2135, 139, 511, 32, 254, 1974]",[0 3 3 8 3 6 9 3]
0,0,10,0.0,17.321203231811523,0.0,"[439, 254, 325, 458, 64, 1299, 254, 1038]",[5 5 5 1 0 5 7 6]
0,0,11,0.0,16.8875732421875,0.0,"[706, 1065, 66, 1645, 73, 1190, 66, 254]",[4 1 7 5 6 5 8 1]
0,0,12,0.0,23.327573776245117,0.0,"[2, 1114, 66, 1229, 1550, 1909, 507, 608]",[8 1 4 2 1 1 1 0]
0,0,13,0.125,9.444801330566406,0.125,"[582, 898, 147, 9, 66, 1685, 21, 9]",[8 4 5 1 4 7 8 9]
0,0,14,0.0,10.733172416687012,0.0,"[254, 1977, 155, 723, 777, 66, 147, 1436]",[7 5 3 8 6 2 6 3]
0,0,15,0.0,9.108421325683594,0.0,"[648, 316, 432, 1977, 465, 230, 21, 1000]",[4 0 5 1 4 9 6 6]
0,0,16,0.0,8.396977424621582,0.0,"[412, 66, 66, 797, 254, 66, 1909, 1921]",[3 0 4 6 1 0 1 1]
0,0,17,0.0,7.31934928894043,0.0,"[66, 65, 754, 465, 1147, 150, 520, 9]",[5 3 7 9 1 4 8 2]
0,0,18,0.0,4.0590386390686035,0.0,"[922, 2, 706, 66, 66, 10, 2, 799]",[8 6 0 2 7 2 7 3]
0,0,19,0.125,6.197052001953125,0.125,"[608, 409, 15, 169, 66, 838, 458, 2]",[8 0 3 3 4 7 3 2]
0,0,20,0.0,3.026742696762085,0.0,"[9, 68, 1114, 2, 66, 21, 1835, 32]",[5 4 8 7 9 6 0 6]
0,0,21,0.0,5.608148574829102,0.0,"[797, 66, 46, 32, 465, 642, 66, 32]",[1 2 0 8 4 3 8 7]
0,0,22,0.0,3.147645950317383,0.0,"[215, 297, 254, 186, 32, 805, 66, 254]",[9 0 2 4 5 2 8 9]
0,0,23,0.0,2.5621249675750732,0.125,"[66, 1190, 983, 254, 169, 1645, 123, 359]",[7 7 7 0 9 4 9 2]
0,0,24,0.0,5.88541316986084,0.0,"[2178, 2100, 169, 66, 9, 118, 73, 1909]",[2 1 3 5 3 9 1 8]
0,0,25,0.0,5.1546783447265625,0.0,"[932, 66, 579, 1190, 66, 805, 254, 359]",[7 3 1 9 6 2 4 3]
0,0,26,0.0,7.28424596786499,0.0,"[66, 66, 123, 439, 935, 980, 194, 1263]",[9 1 1 7 5 6 1 8]
0,0,27,0.0,1.9942076206207275,0.0,"[2, 118, 66, 66, 2, 66, 34, 20]",[6 3 9 3 7 5 0 4]
0,0,28,0.0,3.8618249893188477,0.0,"[169, 169, 370, 73, 46, 9, 2, 1194]",[4 9 3 6 9 6 4 4]
0,0,29,0.0,3.0544490814208984,0.0,"[9, 0, 66, 66, 41, 669, 1190, 66]",[0 6 3 4 9 1 5 7]
0,0,30,0.0,2.313307046890259,0.0,"[2, 66, 46, 1190, 9, 467, 0, 9]",[6 4 1 0 5 9 8 1]
0,0,31,0.0,2.302548408508301,0.0,"[669, 254, 66, 254, 9, 66, 2, 40]",[4 2 9 9 2 7 0 7]
0,0,32,0.0,1.4455631971359253,0.125,"[1147, 9, 359, 6, 1, 9, 1012, 158]",[0 4 1 2 2 8 2 5]
0,0,33,0.0,1.1319161653518677,0.125,"[648, 8, 135, 2100, 1170, 225, 12, 3]",[4 1 4 5 8 2 0 4]
0,0,34,0.0,1.9533448219299316,0.0,"[28, 9, 458, 631, 66, 1894, 73, 61]",[9 1 6 0 8 0 3 3]
0,0,35,0.0,2.206699848175049,0.0,"[194, 1486, 511, 1265, 1190, 215, 2, 66]",[5 3 6 3 5 8 0 2]
0,0,36,0.0,0.4682265520095825,0.0,"[9, 32, 90, 0, 66, 1060, 1909, 9]",[3 0 2 4 8 6 6 8]
0,0,37,0.0,1.093432068824768,0.0,"[20, 66, 570, 66, 254, 566, 57, 1486]",[3 9 7 3 5 2 6 9]
0,0,38,0.125,0.7049338221549988,0.125,"[425, 73, 9, 9, 2, 169, 66, 1065]",[6 9 9 7 9 2 6 8]
0,0,39,0.0,0.6738886833190918,0.0,"[9, 370, 3, 9, 118, 9, 9, 971]",[7 4 6 5 1 8 5 7]
