,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,0,0.0,1.672018051147461,0.375,"[7, 7, 5, 5, 7, 5, 5, 5]",[4 5 2 9 9 0 2 6]
0,0,1,0.125,1.4095180034637451,0.375,"[9, 5, 9, 5, 5, 5, 5, 7]",[2 4 9 6 5 4 0 3]
0,0,2,0.125,1.6644012928009033,0.625,"[3, 5, 7, 5, 7, 5, 5, 7]",[1 2 6 9 7 4 7 5]
0,0,3,0.25,1.7510212659835815,0.625,"[5, 5, 5, 7, 7, 7, 7, 7]",[5 3 0 5 7 5 3 0]
0,0,4,0.0,1.500455379486084,0.375,"[7, 7, 5, 5, 7, 5, 7, 7]",[1 1 3 7 1 0 7 2]
0,0,5,0.0,1.996579885482788,0.25,"[5, 9, 7, 5, 5, 5, 3, 7]",[1 6 5 0 6 7 5 9]
0,0,6,0.125,2.035586357116699,0.25,"[7, 5, 5, 7, 5, 5, 9, 5]",[3 2 9 5 2 8 7 2]
0,0,7,0.0,1.9070616960525513,0.0,"[7, 5, 7, 5, 5, 5, 7, 7]",[8 2 6 2 8 4 4 2]
0,0,8,0.25,1.7191029787063599,0.25,"[5, 5, 5, 7, 7, 5, 5, 5]",[5 3 1 6 6 4 7 8]
0,0,9,0.125,1.9138349294662476,0.375,"[5, 3, 5, 7, 9, 5, 7, 7]",[3 6 3 8 9 8 5 1]
0,0,10,0.125,1.4436074495315552,0.375,"[5, 9, 5, 5, 7, 7, 7, 5]",[8 1 5 8 2 3 7 2]
0,0,11,0.125,1.6608251333236694,0.5,"[5, 7, 5, 5, 7, 7, 5, 5]",[5 3 2 9 0 3 0 7]
0,0,12,0.25,2.773108720779419,0.5,"[9, 7, 7, 5, 5, 5, 9, 7]",[1 0 4 2 3 5 5 2]
0,0,13,0.125,1.9319852590560913,0.25,"[5, 0, 5, 7, 7, 5, 5, 5]",[3 3 3 5 3 6 4 9]
0,0,14,0.0,1.5778465270996094,0.25,"[7, 9, 0, 5, 5, 5, 7, 5]",[5 8 7 3 6 1 6 2]
0,0,15,0.0,1.6479029655456543,0.5,"[5, 7, 7, 5, 5, 7, 0, 5]",[2 5 5 4 0 4 7 6]
0,0,16,0.125,1.6220372915267944,0.25,"[5, 7, 7, 5, 5, 5, 5, 5]",[5 2 6 9 9 4 4 2]
0,0,17,0.125,1.680600643157959,0.375,"[5, 5, 5, 7, 5, 7, 5, 7]",[2 5 1 2 1 9 4 9]
0,0,18,0.125,1.5842533111572266,0.5,"[7, 7, 7, 7, 5, 5, 5, 7]",[5 7 9 0 2 7 1 1]
0,0,19,0.125,1.5627411603927612,0.375,"[5, 9, 3, 7, 7, 7, 7, 5]",[5 7 9 1 5 4 5 0]
0,0,20,0.0,2.0384457111358643,0.375,"[5, 5, 5, 7, 0, 7, 7, 5]",[9 1 9 1 8 3 4 5]
0,0,21,0.25,1.8839343786239624,0.625,"[5, 5, 5, 3, 5, 5, 9, 7]",[5 9 6 2 2 8 4 5]
0,0,22,0.25,1.382386326789856,0.375,"[5, 0, 5, 5, 7, 5, 5, 5]",[2 5 2 7 7 2 3 5]
0,0,23,0.125,1.813112735748291,0.375,"[7, 7, 3, 5, 7, 5, 0, 5]",[5 1 3 6 2 1 6 7]
0,0,24,0.0,1.726048469543457,0.0,"[5, 5, 5, 7, 5, 7, 7, 5]",[2 4 4 6 4 8 8 6]
0,0,25,0.125,1.4367765188217163,0.25,"[5, 9, 7, 5, 5, 7, 5, 5]",[2 4 3 6 6 1 4 3]
0,0,26,0.0,1.6701704263687134,0.25,"[5, 5, 5, 5, 9, 7, 5, 7]",[2 8 9 0 1 5 1 2]
0,0,27,0.125,2.209959030151367,0.375,"[7, 5, 7, 5, 7, 5, 5, 7]",[9 6 0 2 5 5 1 3]
0,0,28,0.125,1.6585227251052856,0.25,"[5, 5, 5, 7, 7, 5, 5, 5]",[2 3 0 6 8 1 5 9]
0,0,29,0.375,1.8351384401321411,0.5,"[7, 7, 7, 9, 7, 5, 9, 5]",[8 7 2 0 0 7 7 5]
0,0,30,0.125,1.9765777587890625,0.125,"[5, 3, 5, 7, 7, 7, 5, 7]",[8 5 3 3 0 4 4 8]
0,0,31,0.125,1.9577109813690186,0.375,"[7, 5, 5, 5, 5, 7, 7, 9]",[1 5 9 6 0 0 1 3]
0,0,32,0.125,1.6275485754013062,0.375,"[5, 3, 7, 5, 5, 5, 5, 5]",[5 7 8 1 6 9 0 6]
0,0,33,0.375,1.4795901775360107,0.375,"[5, 3, 7, 7, 9, 5, 7, 5]",[4 3 0 7 8 8 2 5]
