,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,0,0.125,449.0648498535156,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 4 6 7 3 2 0 1]
0,0,1,0.0,16.281551361083984,0.25,"[0, 5, 0, 0, 0, 5, 0, 0]",[9 8 5 4 6 7 3 2]
0,0,2,0.125,449.0648498535156,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 1 9 8 5 4 6 7]
0,0,3,0.25,448.3464660644531,0.5,"[9, 0, 0, 9, 9, 9, 0, 9]",[3 2 0 1 9 8 5 4]
0,0,4,0.125,430.8409423828125,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[6 7 3 2 0 1 9 8]
0,0,5,0.0,408.31414794921875,0.25,"[9, 9, 9, 9, 9, 9, 9, 9]",[5 4 6 7 3 2 0 1]
0,0,6,0.125,267.4781494140625,0.25,"[9, 9, 9, 9, 9, 9, 9, 9]",[9 8 5 4 6 7 3 2]
0,0,7,0.125,188.5687713623047,0.25,"[9, 9, 9, 9, 0, 0, 0, 9]",[0 1 9 8 5 4 6 7]
0,0,8,0.125,161.08335876464844,0.25,"[0, 9, 9, 9, 9, 9, 0, 0]",[3 2 0 1 9 8 5 4]
0,0,9,0.125,122.44873809814453,0.125,"[0, 0, 0, 0, 9, 9, 0, 0]",[6 7 3 2 1 9 8 5]
0,0,10,0.125,76.28181457519531,0.25,"[0, 0, 9, 0, 0, 9, 0, 9]",[4 6 7 3 2 0 1 9]
0,0,11,0.125,60.772823333740234,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[8 5 4 6 7 3 2 0]
0,0,12,0.125,63.387874603271484,0.125,"[0, 9, 0, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,13,0.125,59.83271026611328,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,14,0.125,51.03078079223633,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,15,0.125,35.365318298339844,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[4 6 7 3 2 0 1 9]
0,0,16,0.125,21.50176429748535,0.25,"[0, 0, 0, 0, 0, 0, 9, 2]",[8 5 4 6 7 3 2 0]
0,0,17,0.0,23.95737648010254,0.125,"[0, 0, 0, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,18,0.125,15.40673828125,0.375,"[2, 2, 7, 9, 0, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,19,0.25,15.07361125946045,0.375,"[5, 0, 2, 0, 2, 3, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,20,0.375,16.016141891479492,0.375,"[0, 0, 0, 0, 2, 0, 1, 2]",[4 6 7 3 2 0 1 9]
0,0,21,0.125,21.594144821166992,0.125,"[0, 0, 0, 0, 0, 0, 2, 6]",[8 5 4 6 7 3 2 0]
0,0,22,0.125,21.903697967529297,0.25,"[1, 0, 8, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,23,0.125,16.499736785888672,0.25,"[5, 6, 0, 2, 8, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,24,0.125,16.749475479125977,0.125,"[0, 0, 5, 1, 0, 1, 1, 0]",[7 3 2 0 1 9 8 5]
0,0,25,0.25,20.415916442871094,0.25,"[0, 0, 0, 0, 2, 1, 1, 1]",[4 6 7 3 2 0 1 9]
0,0,26,0.0,19.189170837402344,0.125,"[0, 0, 0, 0, 0, 0, 1, 1]",[8 5 4 6 7 3 2 0]
0,0,27,0.0,20.13226318359375,0.0,"[2, 1, 1, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,28,0.25,17.22182846069336,0.25,"[2, 1, 1, 1, 1, 0, 0, 0]",[2 0 1 9 8 5 4 6]
