,Epoch,Iteration,Accuracy,Loss,Top3,Prediction,Target
0,0,0,0.125,449.0648498535156,0.375,"[0, 0, 0, 0, 0, 0, 0, 0]",[5 4 6 7 3 2 0 1]
0,0,1,0.0,16.301538467407227,0.0,"[5, 0, 0, 0, 0, 0, 0, 5]",[9 8 5 4 6 7 3 2]
0,0,2,0.125,449.0648498535156,0.25,"[0, 0, 0, 0, 0, 0, 0, 0]",[0 1 9 8 5 4 6 7]
0,0,3,0.125,431.301513671875,0.375,"[9, 0, 9, 9, 9, 9, 9, 9]",[3 2 0 1 9 8 5 4]
0,0,4,0.125,405.1454162597656,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[6 7 3 2 0 1 9 8]
0,0,5,0.0,408.2410888671875,0.25,"[9, 9, 9, 9, 9, 9, 9, 9]",[5 4 6 7 3 2 0 1]
0,0,6,0.125,401.0451354980469,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[9 8 5 4 6 7 3 2]
0,0,7,0.125,258.8821105957031,0.125,"[9, 9, 9, 9, 9, 9, 9, 9]",[0 1 9 8 5 4 6 7]
0,0,8,0.25,104.5008773803711,0.25,"[5, 9, 9, 9, 9, 9, 5, 5]",[3 2 0 1 9 8 5 4]
0,0,9,0.25,41.8864860534668,0.375,"[5, 0, 5, 5, 9, 9, 0, 5]",[6 7 3 2 1 9 8 5]
0,0,10,0.25,25.478734970092773,0.25,"[5, 5, 9, 5, 2, 9, 9, 9]",[4 6 7 3 2 0 1 9]
0,0,11,0.125,20.32710075378418,0.25,"[8, 0, 0, 0, 0, 0, 9, 9]",[8 5 4 6 7 3 2 0]
0,0,12,0.125,19.350862503051758,0.25,"[5, 9, 7, 5, 5, 5, 0, 5]",[1 9 8 5 4 6 7 3]
0,0,13,0.125,21.251426696777344,0.75,"[9, 0, 9, 9, 5, 5, 5, 5]",[2 0 1 9 8 5 4 6]
0,0,14,0.25,22.085172653198242,0.5,"[0, 5, 5, 0, 5, 0, 5, 5]",[7 3 2 0 1 9 8 5]
0,0,15,0.125,22.063512802124023,0.25,"[5, 5, 0, 5, 5, 5, 0, 0]",[4 6 7 3 2 0 1 9]
0,0,16,0.0,22.138568878173828,0.125,"[0, 0, 5, 0, 0, 5, 0, 8]",[8 5 4 6 7 3 2 0]
0,0,17,0.0,23.60692596435547,0.125,"[8, 0, 0, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,18,0.0,15.110078811645508,0.25,"[8, 5, 9, 9, 0, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,19,0.0,16.537874221801758,0.0,"[0, 0, 7, 4, 9, 5, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,20,0.0,17.29039192199707,0.0,"[0, 0, 0, 0, 5, 5, 4, 5]",[4 6 7 3 2 0 1 9]
0,0,21,0.0,21.638944625854492,0.125,"[0, 0, 0, 0, 0, 0, 5, 9]",[8 5 4 6 7 3 2 0]
0,0,22,0.0,21.89566421508789,0.125,"[5, 0, 0, 5, 0, 5, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,23,0.0,20.016477584838867,0.0,"[5, 8, 4, 5, 0, 0, 5, 5]",[2 0 1 9 8 5 4 6]
0,0,24,0.0,19.764265060424805,0.25,"[0, 0, 6, 8, 4, 7, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,25,0.125,20.133031845092773,0.375,"[0, 5, 0, 5, 5, 5, 0, 0]",[4 6 7 3 2 0 1 9]
0,0,26,0.0,19.08106231689453,0.125,"[0, 0, 0, 5, 0, 5, 1, 8]",[8 5 4 6 7 3 2 0]
0,0,27,0.0,20.41835594177246,0.0,"[7, 0, 0, 0, 5, 5, 0, 5]",[1 9 8 5 4 6 7 3]
0,0,28,0.0,20.098386764526367,0.125,"[1, 8, 4, 0, 5, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,29,0.125,19.659835815429688,0.125,"[0, 0, 2, 5, 7, 7, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,30,0.125,17.9912166595459,0.5,"[0, 0, 0, 0, 7, 0, 0, 0]",[4 6 7 3 2 0 1 9]
0,0,31,0.0,20.981626510620117,0.0,"[0, 0, 0, 0, 0, 0, 5, 9]",[8 5 4 6 7 3 2 0]
0,0,32,0.0,23.91837501525879,0.25,"[0, 5, 0, 0, 0, 0, 0, 0]",[1 9 8 5 4 6 7 3]
0,0,33,0.25,17.950769424438477,0.25,"[1, 0, 7, 9, 0, 0, 0, 0]",[2 0 1 9 8 5 4 6]
0,0,34,0.125,18.129804611206055,0.375,"[0, 0, 7, 0, 9, 0, 0, 0]",[7 3 2 0 1 9 8 5]
0,0,35,0.25,15.786918640136719,0.5,"[0, 0, 0, 9, 1, 9, 1, 9]",[4 6 7 3 2 0 1 9]
0,0,36,0.0,17.319236755371094,0.25,"[0, 0, 0, 0, 0, 9, 7, 9]",[8 5 4 6 7 3 2 0]
0,0,37,0.0,18.30942153930664,0.25,"[9, 1, 9, 9, 9, 9, 0, 9]",[1 9 8 5 4 6 7 3]
0,0,38,0.125,19.31685447692871,0.375,"[0, 0, 9, 0, 0, 9, 9, 9]",[2 0 1 9 8 5 4 6]
0,0,39,0.125,10.877214431762695,0.5,"[9, 9, 9, 9, 9, 9, 0, 9]",[7 3 2 0 1 9 8 5]
0,0,40,0.125,36.20887756347656,0.25,"[9, 9, 9, 9, 9, 9, 9, 9]",[4 6 7 3 2 0 1 9]
0,0,41,0.125,14.5787353515625,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[8 5 4 6 7 3 2 0]
0,0,42,0.25,12.964620590209961,0.25,"[9, 9, 9, 9, 9, 9, 0, 9]",[1 9 8 5 4 6 7 3]
0,0,43,0.0,12.580893516540527,0.375,"[9, 9, 9, 9, 9, 9, 9, 9]",[2 0 1 9 8 5 4 6]
0,0,44,0.25,9.614958763122559,0.625,"[9, 9, 9, 9, 9, 9, 9, 9]",[7 3 2 0 1 9 8 5]
0,0,45,0.125,17.91925621032715,0.25,"[9, 9, 0, 9, 9, 9, 9, 9]",[4 6 7 3 2 0 1 9]
